award_year,category,prize,prize_share,laureate_id,laureate_type,full_name,birth_year,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_year,death_city,death_country
1993,Chemistry,The Nobel Prize in Chemistry 1993,2-Jan,279,Individual,Michael Smith,1932,Blackpool,United Kingdom,Male,University of British Columbia,Vancouver,Canada,2000,Vancouver,Canada
1988,Physics,The Nobel Prize in Physics 1988,3-Jan,133,Individual,Melvin Schwartz,1932,"""New York, NY""",United States of America,Male,"""Digital Pathways, Inc.""","""Mountain View, CA""",United States of America,2006,"""Twin Falls, ID""",United States of America
1991,Physics,The Nobel Prize in Physics 1991,1-Jan,141,Individual,Pierre-Gilles de Gennes,1932,Paris,France,Male,Collège de France,Paris,France,2007,Orsay,France
1980,Chemistry,The Nobel Prize in Chemistry 1980,4-Jan,255,Individual,Walter Gilbert,1932,"""Boston, MA""",United States of America,Male,"""Harvard University, Biological Laboratories""","""Cambridge, MA""",United States of America,null,null,null
1986,Chemistry,The Nobel Prize in Chemistry 1986,3-Jan,264,Individual,Dudley R. Herschbach,1932,"""San José, CA""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,null,null,null
2001,Literature,The Nobel Prize in Literature 2001,1-Jan,747,Individual,Sir Vidiadhar Surajprasad Naipaul,1932,null,Trinidad,Male,null,null,null,null,null,null
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,4-Jan,825,Individual,Luc Montagnier,1932,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,null,null,null
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,2-Jan,847,Individual,Oliver E. Williamson,1932,"""Superior, WI""",United States of America,Male,University of California,"""Berkeley, CA""",United States of America,null,null,null
2017,Physics,The Nobel Prize in Physics 2017,2-Jan,941,Individual,Rainer Weiss,1932,Berlin,Germany,Male,LIGO/VIRGO Collaboration,null,null,null,null,null
1999,Economics,The Sveriges Riksbank Prize in Economic Sciences 1999,1-Jan,720,Individual,Robert A. Mundell,1932,"""Kingston, ON""",Canada,Male,Columbia University,"""New York, NY""",United States of America,null,null,null
2013,Physics,The Nobel Prize in Physics 2013,2-Jan,887,Individual,François Englert,1932,Etterbeek,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,null,null,null
1979,Physics,The Nobel Prize in Physics 1979,3-Jan,113,Individual,Sheldon Lee Glashow,1932,"""New York, NY""",United States of America,Male,"""Harvard University, Lyman Laboratory""","""Cambridge, MA""",United States of America,null,null,null
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,2-Jan,846,Individual,Elinor Ostrom,1933,"""Los Angeles, CA""",United States of America,Female,Indiana University,"""Bloomington, IN""",United States of America,2012,"""Bloomington, IN""",United States of America
1986,Physics,The Nobel Prize in Physics 1986,4-Jan,129,Individual,Heinrich Rohrer,1933,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,2013,Wollerau,Switzerland
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,2-Jan,765,Individual,Sir Peter Mansfield,1933,London,United Kingdom,Male,"""University of Nottingham, School of Physics and Astronomy""",Nottingham,United Kingdom,2017,null,null
1997,Physics,The Nobel Prize in Physics 1997,3-Jan,153,Individual,Claude Cohen-Tannoudji,1933,Constantine,French Algeria (Algeria),Male,Collège de France,Paris,France,null,null,null
1978,Physics,The Nobel Prize in Physics 1978,4-Jan,111,Individual,Arno Allan Penzias,1933,Munich,Germany,Male,Bell Laboratories,"""Holmdel, NJ""",United States of America,null,null,null
1979,Physics,The Nobel Prize in Physics 1979,3-Jan,115,Individual,Steven Weinberg,1933,"""New York, NY""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,null,null,null
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,1-Jan,807,Individual,Edmund S. Phelps,1933,"""Evanston, IL""",United States of America,Male,Columbia University,"""New York, NY""",United States of America,null,null,null
1991,Chemistry,The Nobel Prize in Chemistry 1991,1-Jan,276,Individual,Richard R. Ernst,1933,Winterthur,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,null,null,null
1996,Chemistry,The Nobel Prize in Chemistry 1996,3-Jan,284,Individual,Robert F. Curl Jr.,1933,"""Alice, TX""",United States of America,Male,Rice University,"""Houston, TX""",United States of America,null,null,null
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,2-Jan,874,Individual,Sir John B. Gurdon,1933,Dippenhall,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,null,null,null
1998,Economics,The Sveriges Riksbank Prize in Economic Sciences 1998,1-Jan,719,Individual,Amartya Sen,1933,Santiniketan,India,Male,Trinity College,Cambridge,United Kingdom,null,null,null
2009,Physics,The Nobel Prize in Physics 2009,2-Jan,838,Individual,Charles Kuen Kao,1933,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,null,null,null
1995,Chemistry,The Nobel Prize in Chemistry 1995,3-Jan,281,Individual,Paul J. Crutzen,1933,Amsterdam,Netherlands,Male,Max-Planck-Institut für Chemie,Mainz,Federal Republic of Germany,null,null,null
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,3-Jan,408,Individual,Howard Martin Temin,1934,"""Philadelphia, PA""",United States of America,Male,University of Wisconsin,"""Madison, WI""",United States of America,1994,"""Madison, WI""",United States of America
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,2-Jan,772,Individual,Clive W.J. Granger,1934,Swansea,United Kingdom,Male,University of California,"""San Diego, CA""",United States of America,2009,"""San Diego, CA""",United States of America
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,2-Jan,759,Individual,Daniel Kahneman,1934,Tel Aviv,British Mandate of Palestine (Israel),Male,Princeton University,"""Princeton, NJ""",United States of America,null,null,null
1984,Physics,The Nobel Prize in Physics 1984,2-Jan,124,Individual,Carlo Rubbia,1934,Gorizia,Italy,Male,CERN,Geneva,Switzerland,null,Geneva,Switzerland
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,3-Jan,426,Individual,Bengt I. Samuelsson,1934,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,null,null,null
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,3-Jan,706,Individual,William F. Sharpe,1934,"""Boston, MA""",United States of America,Male,Stanford University,"""Stanford, CA""",United States of America,null,null,null
1986,Literature,The Nobel Prize in Literature 1986,1-Jan,663,Individual,Wole Soyinka,1934,Abeokuta,Nigeria,Male,null,null,null,null,null,null
2005,Physics,The Nobel Prize in Physics 2005,4-Jan,792,Individual,John L. Hall,1934,"""Denver, CO""",United States of America,Male,"""University of Colorado, JILA""","""Boulder, CO""",United States of America,null,null,null
2016,Physics,The Nobel Prize in Physics 2016,2-Jan,928,Individual,David J. Thouless,1934,Bearsden,United Kingdom,Male,University of Washington,"""Seattle, WA""",United States of America,null,null,null
1994,Literature,The Nobel Prize in Literature 1994,1-Jan,671,Individual,Kenzaburo Oe,1935,Uchiko,Japan,Male,null,null,null,null,null,null
2019,Physics,The Nobel Prize in Physics 2019,2-Jan,973,Individual,James Peebles,1935,Winnipeg,Canada,Male,Princeton University,"""Princeton, NJ""",United States of America,null,null,null
1989,Peace,The Nobel Peace Prize 1989,1-Jan,551,Organization,The 14th Dalai Lama (Tenzin Gyatso),1935,Taktser,Tibet (People's Republic of China),Male,null,null,null,null,null,null
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,4-Jan,917,Individual,Satoshi Ōmura,1935,Yamanashi Prefecture,Japan,Male,Kitasato University,Tokyo,Japan,null,null,null
2010,Chemistry,The Nobel Prize in Chemistry 2010,3-Jan,852,Individual,Ei-ichi Negishi,1935,Changchun,China,Male,Purdue University,"""West Lafayette, IN""",United States of America,null,null,null
2020,Medicine,The Nobel Prize in Physiology or Medicine 2020,3-Jan,985,Individual,Harvey Alter,1935,"""New York, NY""",United States of America,Male,National Institutes of Health,"""Bethesda, MD""",United States of America,null,null,null
1982,Physics,The Nobel Prize in Physics 1982,1-Jan,121,Individual,Kenneth G. Wilson,1936,"""Waltham, MA""",United States of America,Male,Cornell University,"""Ithaca, NY""",United States of America,2013,"""Saco, ME""",United States of America
1978,Physics,The Nobel Prize in Physics 1978,4-Jan,112,Individual,Robert Woodrow Wilson,1936,"""Houston, TX""",United States of America,Male,Bell Laboratories,"""Holmdel, NJ""",United States of America,null,null,null
2000,Chemistry,The Nobel Prize in Chemistry 2000,3-Jan,729,Individual,Alan J. Heeger,1936,"""Sioux City, IA""",United States of America,Male,University of California,"""Santa Barbara, CA""",United States of America,null,null,null
1976,Physics,The Nobel Prize in Physics 1976,2-Jan,106,Individual,Samuel Chao Chung Ting,1936,"""Ann Arbor, MI""",United States of America,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,null,null,null
2017,Physics,The Nobel Prize in Physics 2017,4-Jan,942,Individual,Barry C. Barish,1936,"""Omaha, NE""",United States of America,Male,LIGO/VIRGO Collaboration,null,null,null,null,null
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,2-Jan,440,Individual,J. Michael Bishop,1936,"""York, PA""",United States of America,Male,University of California School of Medicine,"""San Francisco, CA""",United States of America,null,null,null
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,2-Jan,823,Individual,Harald zur Hausen,1936,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,null,null,null
1993,Peace,The Nobel Peace Prize 1993,2-Jan,556,Individual,Frederik Willem de Klerk,1936,Johannesburg,South Africa,Male,null,null,null,null,null,null
2010,Literature,The Nobel Prize in Literature 2010,1-Jan,854,Individual,Mario Vargas Llosa,1936,Arequipa,Peru,Male,null,null,null,null,null,null
1999,Medicine,The Nobel Prize in Physiology or Medicine 1999,1-Jan,461,Individual,Günter Blobel,1936,Waltersdorf (Niegoslawice),Germany (Poland),Male,Rockefeller University,"""New York, NY""",United States of America,null,null,null
1996,Economics,The Sveriges Riksbank Prize in Economic Sciences 1996,2-Jan,715,Individual,James A. Mirrlees,1936,Minnigaff,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,null,null,null
2000,Chemistry,The Nobel Prize in Chemistry 2000,3-Jan,731,Individual,Hideki Shirakawa,1936,Tokyo,Japan,Male,University of Tsukuba,Tokyo,Japan,null,null,null
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,3-Jan,460,Individual,Ferid Murad,1936,"""Whiting, IN""",United States of America,Male,University of Texas Medical School at Houston,"""Houston, TX""",United States of America,null,null,null
2007,Chemistry,The Nobel Prize in Chemistry 2007,1-Jan,816,Individual,Gerhard Ertl,1936,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,null,null,null
1986,Chemistry,The Nobel Prize in Chemistry 1986,3-Jan,265,Individual,Yuan T. Lee,1936,Hsinchu,Taiwan,Male,University of California,"""Berkeley, CA""",United States of America,null,null,null
1996,Physics,The Nobel Prize in Physics 1996,3-Jan,151,Individual,Robert C. Richardson,1937,"""Washington, DC""",United States of America,Male,Cornell University,"""Ithaca, NY""",United States of America,2013,"""Ithaca, NY""",United States of America
1998,Peace,The Nobel Peace Prize 1998,2-Jan,566,Individual,John Hume,1937,Londonderry,Northern Ireland,Male,null,null,null,null,null,null
1988,Chemistry,The Nobel Prize in Chemistry 1988,3-Jan,271,Individual,Robert Huber,1937,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Martinsried,Federal Republic of Germany,null,null,null
2020,Economics,The Sveriges Riksbank Prize in Economic Sciences 2020,2-Jan,996,Individual,Robert Wilson,1937,"""Geneva, NE""",United States of America,Male,Stanford University,"""Stanford, CA""",United States of America,null,null,null
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,2-Jan,790,Individual,J. Robin Warren,1937,Adelaide,Australia,Male,null,Perth,Australia,null,null,null
2008,Peace,The Nobel Peace Prize 2008,1-Jan,833,Individual,Martti Ahtisaari,1937,Viipuri (Vyborg),Finland,Male,null,null,null,null,null,null
1981,Chemistry,The Nobel Prize in Chemistry 1981,2-Jan,258,Individual,Roald Hoffmann,1937,Zloczov,Poland (Ukraine),Male,Cornell University,"""Ithaca, NY""",United States of America,null,null,null
2000,Economics,The Sveriges Riksbank Prize in Economic Sciences 2000,2-Jan,733,Individual,Daniel L. McFadden,1937,"""Raleigh, NC""",United States of America,Male,University of California,"""Berkeley, CA""",United States of America,null,null,null
1995,Economics,The Sveriges Riksbank Prize in Economic Sciences 1995,1-Jan,714,Individual,Robert E. Lucas Jr.,1937,"""Yakima, WA""",United States of America,Male,University of Chicago,"""Chicago, IL""",United States of America,null,null,null
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,3-Jan,811,Individual,Mario R. Capecchi,1937,Verona,Italy,Male,University of Utah,"""Salt Lake City, UT""",United States of America,null,null,null
2004,Chemistry,The Nobel Prize in Chemistry 2004,3-Jan,780,Individual,Avram Hershko,1937,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,null,null,null
2015,Chemistry,The Nobel Prize in Chemistry 2015,3-Jan,921,Individual,Tomas Lindahl,1938,Stockholm,Sweden,Male,Francis Crick Institute,Hertfordshire,United Kingdom,null,null,null
1975,Medicine,The Nobel Prize in Physiology or Medicine 1975,3-Jan,406,Individual,David Baltimore,1938,"""New York, NY""",United States of America,Male,Massachusetts Institute of Technology (MIT),"""Cambridge, MA""",United States of America,null,null,null
2007,Physics,The Nobel Prize in Physics 2007,2-Jan,814,Individual,Albert Fert,1938,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,null,null,null
2003,Physics,The Nobel Prize in Physics 2003,3-Jan,768,Individual,Anthony J. Leggett,1938,London,United Kingdom,Male,University of Illinois,"""Urbana, IL""",United States of America,null,null,null
2001,Peace,The Nobel Peace Prize 2001,2-Jan,749,Individual,Kofi Annan,1938,Kumasi,Gold Coast (Ghana),Male,null,null,null,null,null,null
2001,Chemistry,The Nobel Prize in Chemistry 2001,4-Jan,742,Individual,Ryoji Noyori,1938,Kobe,Japan,Male,Nagoya University,Nagoya,Japan,null,null,null
2002,Chemistry,The Nobel Prize in Chemistry 2002,2-Jan,758,Individual,Kurt Wüthrich,1938,Aarberg,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,null,null,null
2011,Peace,The Nobel Peace Prize 2011,3-Jan,869,Individual,Ellen Johnson Sirleaf,1938,Monrovia,Liberia,Female,null,null,null,null,null,null
1995,Literature,The Nobel Prize in Literature 1995,1-Jan,672,Individual,Seamus Heaney,1939,Casteldàwson,Northern Ireland,Male,null,null,null,2013,Dublin,Ireland
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,3-Jan,857,Individual,Dale T. Mortensen,1939,"""Enterprise, OR""",United States of America,Male,Northwestern University,"""Evanston, IL""",United States of America,2014,"""Wilmette, IL""",United States of America
1996,Chemistry,The Nobel Prize in Chemistry 1996,3-Jan,285,Individual,Sir Harold W. Kroto,1939,Wisbech,United Kingdom,Male,University of Sussex,Brighton,United Kingdom,2016,"""Lewes, East Sussex""",United Kingdom
